Country,OrgName,OrgType,Description,Amount
Bangladesh,"International Centre for Diarrhoeal Disease Research, Bangladesh (ICDDR'B)",NGO,Need Assessments and Various Studies on SRHR Issues for Rohingya Refugee and General Population in Bangladesh through ICDDR'B,"330,336.43"
Bangladesh,Concerned Women for Family Development,NGO,Life Skills Education Programme for Adolescents and Youth,"1,398,511.66"
Bangladesh,University of Calgary,NGO,Costing of Social Services Essential Services for Women and Girls Subject to Violence,"55,628.80"
Bangladesh,JHPIEGO Corporation USA,NGO,Achieving Universal Access to SRHR to the Host Communities of Cox's Bazar and UNFPA Supported Districts in Bangladesh,"802,618.21"
Bangladesh,"Research, Training and Management International",NGO,"Comprehensive SRHR services to the marginalized population through RTMI (Ensuring Sexual Reproductive Health & Rights Services Delivery in Nayapara, Kutupalong & Bhasan Char Refugee Areas)","4,986,953.52"
Bangladesh,Plan International Bangladesh,NGO,Life skills education and empowerment programme for adolescent boys and young men in Rohingya camps and host communities in Cox's Bazar,"451,572.90"
Bangladesh,CARE Bangladesh,NGO,Accelerate Action to End Child Marriage,"283,526.53"
Bangladesh,"Centre for Injury Prevention & Research, Bangladesh",NGO,UNFPA's Support to Intergraded SRHR Services through CIPRB,"395,177.45"
Bangladesh,Dalarna University,NGO,Strengthening the National Midwifery Programme (SNMP) through Dalarna University,"471,447.09"
Bangladesh,Save the Children International,NGO,Strengthening the National Midwifery Programme (SNMP) through Save the Children,"47,401.49"
Bangladesh,Mukti Cox's Bazar,NGO,"Delivering life skills education and improving menstrual health of adolescent girls and women in Cox’s Bazar and Basan char, Bangladesh","4,469,015.58"
Bangladesh,ActionAid Bangladesh,NGO,Strengthening Gender-based Violence (GBV) prevention and response services through OCCs at District and Upazila level and enhancing lifesaving response for women and girls through an integrated GBV/SRHR approach at Host and Rohingya communities,"912,843.23"
Bangladesh,IPAS Bangladesh,NGO,"Emergency Response for Availability and Accessibility of Quality MR, PAC Services for Rohingya Refugees in Bangladesh & Strengthening MR, PAC and FP Services through IPAS Bangladesh","1,743,220.86"
Bangladesh,Green Hill,NGO,Strengthening Maternity and Child Health Services Delivery for the marginalized community in Khagrachari and Bandarban through Green Hill,"162,062.90"
Bangladesh,HOPE Foundation for Women and Children of Bangladesh Inc.,NGO,Health and Gender Support Project (HGSP-CXB) through Hope Foundation,"1,688,125.32"
Bangladesh,Gana Unnayan Kendra,NGO,"Engaging Rohingya and host community women, men, boys and girls in social change through mobilization methods that empower them to prevent and address GBV and harmful gender related practices","1,969,957.69"
Bangladesh,Partners in Health & Development,NGO,"Community based Maternal, Newborn and SRH Programme for Rohingya and Host Communities through PHD","2,267,918.52"
Bangladesh,International Rescue Committee,NGO,"Integrated SRH, emergency referral and GBV service delivery for Rohingya and host communities","1,852,877.59"
Bangladesh,World Mission Prayer League (LAMB Hospital),NGO,"Elimination of Genital Fistula by Capturing, Treating, Rehabilitating and Reintegrating in Bangladesh (FRRei)","174,940.32"
Bangladesh,BRAC,NGO,Piloting Block Chain technology for menstrual hygiene support in urban Dhaka slum Project,"1,835,663.92"
Bangladesh,Bandhu Social Welfare Society,NGO,"Addressing SRHR needs for boys, men and transgender of host communities and refugees in Cox’s Bazar through Bandhu","61,181.80"
Bangladesh,Brown University,NGO,A Public Health Approach for Managing and Strengthening Cervical Cancer Program in Bangladesh through Brown University,"137,805.71"
Bangladesh,Dan Church Aid,NGO,Life skills education and empowerment programme for adolescent girls and young women in FDMN camps and host communities in Cox’s Bazar,"515,739.85"
Bangladesh,Health and Education for All,NGO,"Cervical Cancer, Tuberculosis, HTN, Type II DM Screening, Detecting, Treatment & EMR establishment in selected districts and Upazila through HAEFA","1,149,925.01"
Bangladesh,Prottyashi,NGO,"Delivering life skills education of adolescent boys and men in Cox’s Bazar, Bangladesh","293,162.18"
Bangladesh,Unnayan Sangha,NGO,Positive change in gender norms and harmful behavior for inclusive and resilient communities,"72,871.29"
Bangladesh,Society Development Agency (SDA),NGO,Positive change in gender norms and harmful behavior for inclusive and resilient communities,"78,498.88"
Bangladesh,Rural Reconstruction Foundation,NGO,Positive change in gender norms and harmful behavior for inclusive and resilient communities.,"57,310.93"
Bangladesh,Sabalamby Unnayan Samity (SUS),NGO,"Addressing protection and sexual and reproductive health needs of flash flood affected women, adolescents, and transgenders including pregnant women.","57,919.93"
Bangladesh,Friendship,NGO,Increasing access to and utilization of SRH information and services for marginalized population living in hard-to-reach areas of Bangladesh following a rights-based approach through Friendship,"342,650.49"
Bangladesh,University of Gothenburg,NGO,Strengthening the National Midwifery Programme (SNMP) through University of Gothenburg,"111,196.10"
Bangladesh,Ashar Alo Society,NGO,Improving access to integrated Sexual and Reproductive Health and Rights (SRHR) and HIV information and response services addressing human rights of female sex workers through Ashar Alo Society,"59,118.72"
Bangladesh,International Confederation of Midwives,NGO,Strengthening the National Midwifery Programme (SNMP) through ICM,"79,931.00"
Bhutan,Ministry of Education and Skills Development,Government,UN support to Sustainable Development Outcome 2,"57,587.56"
Bhutan,National Statistics Bureau,Government,UN support to Sustainable Development [Outcome 1],"56,227.18"
Bhutan,Ministry of Health,Government,UN support to Sustainable Development Outcome 2,"299,271.39"
Bhutan,"Respect, Educate, Nurture and Empower Women",NGO,UN support to Sustainable Development Outcome 2,"55,896.73"
Cambodia,Ministry of Planning,Government,Production and Use of Population Data,"55,097.26"
Cambodia,Ministry of Health,Government,Strengthening health system for SRHR and VAW,"448,045.92"
Cambodia,"Ministry of Education, Youth & Sport",Government,Young People’s Empowerment and Engagement,"202,494.34"
Cambodia,Ministry of Women's Affairs,Government,Strengthening GBV multi-sectoral coordination,"95,401.20"
Cambodia,Cambodian Women for Peace and Development,NGO,Empowering the left behind to access rights-based family planning and essential SRHR info and services,"115,848.32"
Cambodia,Child Helpline Cambodia,NGO,Digitalise CSE Young People,"165,674.26"
India,"Directorate of Family Welfare, Government of Odisha",Government,Revision-2: Strengthening Provision of Rights-based Sexual and Reproductive Health Services in Odisha,"239,911.18"
India,"Schedule Caste and Schedule Tribe Research and Training Institute (SCSTRTI), ST & SC Development (SSD) Department, Government of Odisha",Government,Revision-1: Strengthening Agency of Tribal Adolescents Stimulating ‘Civic Imagination’ through LSE Labs in Residential Hostels,"94,817.29"
India,"Post Graduate Institute of Medical Education & Research, Chandigarh (PGIMER)",Government,Revision 1 - Strengthening midwifery and promoting quality SRH services through evidence generation,"108,555.97"
India,Maulana Azad National Urdu University,Government,"Adolescent Education Programme in Madarsas of Bihar: Strengthening the implementation through Institutional Development, System Strengthening and Development of Knowledge Resources (REVISION NO 2)","627,233.19"
India,A N Sinha Institute of Social Studies,Government,"Promoting a Robust Environment for Research and Data-use in Bihar on Population Dynamics, SRHR, Gender and Adolescent Empowerment through Institutional Collaborations and Nurturing Young Researchers","88,130.55"
India,EngenderHealth,NGO,"Technical Assistance - School Health and Wellness Program (Bihar, Delhi, Odisha, Madhya Pradesh and Rajasthan) - Revision No. 1","420,042.97"
India,Population First,NGO,Laadli Media Advocacy Initiatives to Enhance the Value of Women and Girls in India (Revision November 2023),"142,069.44"
India,Population Foundation of India,NGO,Project Samvaad,"75,447.12"
India,People's Rural Education Movement (PREM),NGO,"Revision-1: Fostering Collectivization & Strategic Partnerships for Advancing ICPD (PoA), Alleviating Vulnerabilities, Building Resilience","174,964.05"
India,Centre for Community Economics and Development Consultants Society,NGO,"Revision 3 “SWABHIMAAN: Advancing the Sexual and Reproductive Health and Rights in Rajasthan, free from any form of discrimination and violence, through evidence-based advocacy, collectivization, innovation and adopting human rights-based approach”","642,189.72"
India,Bhartiya Grameen Mahila Sangh,NGO,Empowering adolescents and young people within educational settings and vocational training institutions with life skills education and promoting youth leadership and participation in Madhya Pradesh & Setting up of LSE Labs in Odisha (Revision - 2),"439,717.18"
India,Plan International (India Chapter),NGO,"Support to State Health Society, Bihar & Rolling out of School Health and Wellness Program in the states of Bihar, Delhi, Odisha and Rajasthan","55,452.43"
India,India HIV AIDS Alliance,NGO,Revision 1 - Strengthening Integration of SRH - HIV Services & Safeguarding Women's Health: Preventing Un-indicated Hysterectomies in India through Higher Access to Rational Gynaecological Care,"178,825.84"
India,Diksha Foundation,NGO,"Revision 3 - Sustainable and Inclusive Urbanization in Patna: Promoting Safe, Healthy and Inclusive Models for Slum Development","172,289.85"
India,Swechha We for Change Foundation,NGO,Deepening Multistakeholder Engagement for Addressing Son Preference & Daughter Unwantedness,"140,830.43"
India,Care India Solution for Sustainable Development,NGO,"Revision-1: Social Empowerment of Women Self Help Groups of Mission Shakti & Implementation Support to the UNFPA / Dept. of WCD, Govt. of Odisha on strengthening approaches towards GBV and VAW","427,959.92"
India,Centre for Youth and Social Development,NGO,Revision-1: Leveraging Demographic & Data Intelligence for Accelerating ICPD (PoA),"100,568.54"
India,Child in Need Institute (CINI),NGO,Strengthening the quality of counselling services to promote the health and well being of adolescents and young people - Revision 1,"189,388.35"
India,Project Concern International,NGO,Revision-1 Strengthening government systems & institutions to deliver comprehensive Sexual Reproductive Health (SRH) Services and address Gender Based Violence and Harmful Practices against Women and girls by effective implementation of policies and laws,"227,949.01"
India,Jhpiego Corporation,NGO,Strengthening the Midwifery Services Initiative and Rollout of New Contraceptives in the UNFPA focus states - Revision No. 1,"143,049.07"
India,Fernandez Hospital Educational and Research Foundation,NGO,Revision 1 - Support to Midwifery Services Initiative,"56,465.73"
India,William J Clinton Foundation,NGO,Enhancing access and utilisation of quality sexual and reproductive health services in the state of Madhya Pradesh,"136,969.75"
India,United Nations High Commissioner for Refugees (UNHCR),UN,Partnership with UNHCR - Ensuring access to menstrual health and hygiene products for refugee women and girls of reproductive age UNHCR's response and needs,"130,774.01"
India,UN Children’s Fund (UNICEF),UN,Partner with UNICEF and join the YuWaah Board and serve as Founding Partners,"219,011.77"
Indonesia,BAPPENAS (The Ministry of National Development Planning),Government,"IDN10MHM Maternal Health and Midwifery, IDN10RFP Sexual Reproductive Health and Family Planning, IDN10AYD. ASRH and Youth Development, IDN10GEN. GBV and Harmful Practices ; IDN10PDA. Population Dynamics Data and Analysis","430,006.57"
Indonesia,Ministry of Health,Government,IDN10MHM. Maternal Health and Midwifery; IDN10MHM. Humanitarian Preparedness and Responses; IDN10RFP. Sexual Reproductive Health and Family Planning; IDN10AYD. ASRH and Youth Development; ZZJ29IDN. Joint Programme Addressing Harmful Practices.,"384,183.40"
Indonesia,BKKBN (National Population and Family Planning Board),Government,IDN10RFP. Sexual Reproductive Health and Family Planning; IDN10PDA. Population Dynamics Data and Analysis,"199,027.11"
Indonesia,MOWECP (Ministry of Women Empowerment and Child Protection),Government,IDN10GEN - Gender-based Violence (GBV) and Harmful Practices; IDN10HUM - Humanitarian Preparedness and Response. ZZJ29IDN. Joint Programme Harmful Practices.,"268,111.15"
Indonesia,BPS-Statistics Indonesia,Government,IDN10PDA Population Dynamics Data and Analysis,"77,066.32"
Indonesia,NCVAW (National Commission on Violence Against Women),Government,IDN10GEN-Gender-based Violence (GBV) and Harmful Practices; ZZJ29IDN - Joint Programme Harmful Practices,"178,327.37"
Indonesia,"Directorate General of Health Workforce, Ministry of Health",Government,IDN10MHM Maternal Health and Midwifery,"67,819.26"
Indonesia,"MOHA (Ministry of Home Affairs), Regional Development",Government,IDN10RFP. Sexual Reproductive Health and Family Planning,"54,515.56"
Indonesia,BNPB (National Disaster Management Authority),Government,IDN10PDA. Population Dynamics Data and Analysis,"82,279.48"
Indonesia,YSSI (Yayasan Siklus Sehat Indonesia),NGO,IDN10AYD. ASRH and Youth Development. RASP9601. Digital Sexual Education.,"144,678.04"
Indonesia,YKP (Yayasan Kerti Praja),NGO,IDN10HUM. Humanitarian Preparedness and Response,"143,244.06"
Indonesia,PKBI DKI Jakarta,NGO,IDN10HIV HIV Prevention Programme IDN10AYD. ASRH and Youth Development.,"112,975.77"
Indonesia,Yayasan Pulih,NGO,IDN10HUM. Humanitarian Preparedness and Response IDN10GEN. GBV and Harmful Practices,"166,638.77"
Indonesia,Yayasan Dokter Peduli,NGO,IDN10HUM. Humanitarian Preparedness and Response,"50,495.66"
Indonesia,Jaringan Indonesia Positif,NGO,IDN10HIV. HIV Prevention Programme,"92,469.71"
Lao,UN Habitat,UN,"Safer Cities: Interventions against the recent community outbreak of Covid-19 in Lao PDR: Focusing on Quarantine, Isolation, protection shelter, Health Centres and communities at risk","291,150.00"
Lao,Ministry of Education and Sports,Government,Sexual and reproductive health and rights for young people,"122,120.11"
Lao,"Department of Food and Drug, Ministry of Health",Government,"Increased availability and use of integrated sexual and reproductive health services, including family planning, maternal health and HIV, that are gender-responsive and meet human rights standards for quality of care and equity in access","59,098.48"
Lao,"Department of Health Care and Rehabilitation, Ministry of Health",Government,"Increased availability and use of integrated sexual and reproductive health services, including family planning, maternal health and HIV, that are gender-responsive and meet human rights standards for quality of care and equity in access","169,036.10"
Lao,"Department of Hygiene and Health Promotion, Ministry of Health",Government,"Increased availability and use of integrated sexual and reproductive health services, including family planning, maternal health and HIV, that are gender-responsive and meet human rights standards for quality of care and equity in access","191,319.13"
Lao,"Department of Health Personnel, Ministry of Health",Government,"Increased availability and use of integrated sexual and reproductive health services, including family planning, maternal health and HIV, that are gender-responsive and meet human rights standards for quality of care and equity in access","66,834.92"
Lao,Lao Women's Union,Government,Gender Equality and Women's Empowerment,"557,034.38"
Iran,Statistical Center of Iran,Government,Statistical Center of Iran - Register-Base Census 2023,"53,772.31"
Iran,Relief International (Iran),NGO,2023 Workplan with Relief International,"468,070.80"
Iran,Pars Development Activists,NGO,2023 Workplan with Pars Development Activists,"395,071.96"
Iran,United Nations High Commissioner for Refugees (UNHCR),UN,2023 WP with UNHCR,"150,000.00"
Iran,United Nations Development Programme (UNDP),UN,Workplan with the United Nations Development Programme,"80,271.15"
Myanmar,Association François-Xavier Bagnoud,NGO,Work Plan with AFXB for 2023,"680,796.21"
Myanmar,Marie Stopes International Myanmar,NGO,2023 Work Plan with Marie Stopes International Myanmar,"1,204,854.50"
Myanmar,Myanmar Medical Association,NGO,2023 Workplan with Myanmar Medical Association,"560,532.89"
Myanmar,Acted,NGO,2023 Workplan with ACTED,"616,568.36"
Myanmar,Care International Myanmar,NGO,2023 Workplan with Care - Safe House Partnership,"452,430.79"
Myanmar,Community Partners International,NGO,2023 Work Plan with Community Partners International (CPI),"611,983.37"
Myanmar,Burnet Institute,NGO,2023 Workplan with Burnet Institute,"334,136.03"
Myanmar,Finnish Refugee Council,NGO,2023 Work Plan with Finnish Refugee Council,"234,533.50"
Myanmar,Voluntary Service Overseas,NGO,2023 Workplan with VSO,"396,540.39"
Myanmar,Plan International Myanmar,NGO,2023 Work Plan with Plan International Myanmar,"172,512.95"
Myanmar,Alliance Myanmar,NGO,2023 Workplan with Alliance Myanmar,"592,165.45"
Myanmar,Legal Clinic Myanmar,NGO,2023 Work Plan with Legal Clinic Myanmar (LCM),"166,475.47"
Myanmar,People's Health Foundation,NGO,2023 Workplan with People's Health Foundation (PHF),"78,636.97"
Myanmar,DKT International Inc. (Myanmar Branch),NGO,2023 Workplan with DKT International Myanmar,"110,033.87"
Myanmar,Myanmar Independent Living Initiative,NGO,2023 Work Plan with Myanmar Independent Living Initiative (MILI),"136,917.72"
Myanmar,Karuna Mission Social Solidarity,NGO,2023 Work Plan with Karuna Mission Social Solidarity,"386,340.60"
Myanmar,ChildFund Australia LTD,NGO,2023 Workplan with Child Fund Myanmar,"253,852.06"
Nepal,Family Planning Association of Nepal (FPAN),NGO,"Work Plan Title: Integrated SRH, GBV and Youth Programme (Rev.3)","289,149.93"
Nepal,Adventist Development and Relief Agency International in Nepal,NGO,"Work Plan Title: SRH, Youth and Humanitarian Programme (Rev.3)","409,931.94"
Nepal,Women's Rehabilitation Centre (WOREC),NGO,Work plan with Womens Rehabilitation Centre (WOREC) 2023: Revision 2,"112,216.28"
Nepal,Nepal Red Cross Society,NGO,Emergency Preparedness and Response Project (EPR) Revision 3,"124,623.45"
Nepal,Midwifery Society of Nepal,NGO,Workplan with MIDSON 2023_Revision no. 3,"126,177.55"
Nepal,Skill Information Society Nepal,NGO,Preventing Gender-Based Violence (GBV) through the expansion of Comprehensive Sexuality Education,"52,771.80"
Nepal,Siddhartha Social Development Centre,NGO,Workplan with Siddhartha Social Development Center (SSDC) 2023(Revision no.1),"111,456.94"
Nepal,Forum for Awareness and Youth Activity,NGO,Work Plan with Forum for Awareness Youth Activities (FAYA) Nepal (Revision no. 2),"73,275.81"
Nepal,IPAS Nepal,NGO,Work plan with IPAS Nepal (2023) Revision II,"953,788.57"
Nepal,Voluntary Service Overseas,NGO,Work plan Revision II with Voluntary Service Overseas (VSO): 2023,"1,460,406.49"
Nepal,Proteus Fund Inc,NGO,Work plan with Proteus Fund (2023)- Revision I,"302,725.42"
Nepal,Emory University,NGO,Work plan with Emory University: 2023- Revision I,"113,306.37"
Nepal,LIFE Nepal,NGO,Workplan with LIFE Nepal 2023 Rev I,"56,497.59"
Mongolia,National Statistics Office of Mongolia,Government,"2023 Workplan with the National Statistics Office of Mongolia, 1st revision","64,435.12"
Mongolia,National Committee on Gender Equality,Government,2023 Workplan with the National Committee on Gender Equality of Mongolia Revision 2,"104,821.24"
Mongolia,Ministry of Labour and Social Protection,Government,2023 Workplan with The Ministry of Labour and Social Protection of Mongolia Revision 4,"229,933.36"
Mongolia,National Center for Maternal and Child Health,Government,"2023 Work Plan with the National Center for Maternal and Child Health, 2nd revision","94,946.31"
Mongolia,Coordination Council for Crime Prevention,Government,2023 Workplan with the Coordination Council for Crime Prevention of Mongolia Revision 2,"142,075.21"
Pakistan,National Institute of Population Studies,Government,Workplan between National Institute of Population Studies and UNFPA (V.III),"273,722.37"
Pakistan,"Population Welfare Department, Punjab",Government,Workplan between Population Welfare Department Punjab and UNFPA,"57,441.67"
Pakistan,"Population Welfare Department, Sindh",Government,Workplan between Population Welfare Department Sindh and UNFPA (V.4),"128,727.04"
Pakistan,"Population Welfare Department, Balochistan",Government,Workplan between UNFPA and PWD Balochistan -V III,"120,061.31"
Pakistan,"Director General Health Services, Balochistan",Government,Workplan between UNFPA and DGHS/MNCH V-IV,"979,287.50"
Pakistan,"Population Welfare Department, Khyber Pakhtunkhwa",Government,Workplan between Population Welfare Department KP and UNFPA V-III,"58,886.49"
Pakistan,"Director General Health Services, Khyber Pakhtunkhwa",Government,Family Planning Information Services and Integrated Sexual and Reproductive Health Services,"491,262.67"
Pakistan,"Population Program Wing, Ministry of National Health Services Regulations and Coordination",Government,Workplan between Population Programme Wing and UNFPA (VV),"151,374.81"
Pakistan,"Director General Health Services, Sindh",Government,Workplan between Directorate General Health Services Sindh and UNFPA (V-4),"89,005.12"
Pakistan,"Integrated Reproductive, Maternal, Newborn, Child Health and Nutrition Programme",Government,"Workplan between UNFPA and Integrated Reproductive Maternal Newborn, Child Health and Nutrition Program (IRMNCH&N) (V.3)","256,866.25"
Pakistan,Pakistan National Forum on Women's Health,NGO,Workplan between Pakistan National Forum on Women's Health (PNFWH) and UNFPA (V.5),"503,486.97"
Pakistan,Population Council,NGO,Work plan Between Population Council and UNFPA (V.V),"421,261.37"
Pakistan,Balochistan Rural Support Programme,NGO,Workplan between Balochistan Rural Support Programme (BRSP) and UNFPA-V.iii,"141,390.77"
Pakistan,ROZAN,NGO,"Strengthened government-led helplines and social welfare workforce on GBV case management, curriculum institutionalization and responsive GBV data management","525,205.13"
Pakistan,Rahnuma Family Planning Association of Pakistan,NGO,Work Plan between UNFPA and Rahnuma Family Planning Association of Pakistan (Ver. V),"616,387.40"
Pakistan,School of Leadership Foundation,NGO,Workplan between School of Leadership Foundation and UNFPA (V.3),"114,236.95"
Pakistan,Prime Foundation,NGO,Workplan between UNFPA and Prime Foundation V-II,"424,411.49"
Pakistan,Pathfinder International,NGO,Workplan between Pathfinder International and UNFPA (V.3),"435,128.03"
Pakistan,Sarhad Rural Support Programme,NGO,Work plan between UNFPA and Sarhad Rural Support Programme V-IV,"640,714.18"
Pakistan,Jhpiego Corporation,NGO,Workplan Between Jhpiego Corporation and UNFPA (VII),"132,778.56"
Pakistan,"People's Primary Healthcare Initiative, Balochistan",NGO,Workplan between UNFPA and People's Primary Health Care Initiative V-III,"633,701.76"
Pakistan,Health Nutrition Development Society,NGO,Workplan between HANDS and UNFPA (V.3),"243,276.17"
Pakistan,"Aga Khan Foundation, Pakistan",NGO,Sihat Mand Khandaan - Health Families for Pakistan through Accelerating SRH and FP Services (V.4),"2,172,163.17"
Pakistan,Aahung,NGO,Workplan between Aahung and UNFPA (V.2),"54,083.20"
Pakistan,Aiming Change for Tomorrow (Pakistan),NGO,Workplan between ACT International and UNFPA (4),"657,078.96"
Pakistan,Legal Aid Society,NGO,Workplan between Legal Aid Society and UNFPA (V.3),"207,909.37"
Pakistan,"People's Primary Healthcare Initiative, Sind",NGO,Workplan between PPHI-Sindh and UNFPA (V.2),"162,792.05"
Pakistan,Special Talent Exchange Program,NGO,Workplan between STEP and UNFPA (V.III),"134,464.97"
Pakistan,Rural Support Programmes Network,NGO,Community Engagement for Promotion of Reproductive Health Rights (RHR) of youth and Improve their Access to RH Services (V.5),"457,914.51"
Pakistan,Strengthening Participatory Organization,NGO,Workplan between SPO and UNFPA (V.III),"498,900.70"
Pakistan,Health Services Academy (HSA),NGO,Workplan between UNFPA and Health Services Academy (HSA),"181,207.63"
Pakistan,Indus Hospital & Health Network,NGO,Workplan between Indus Hospital and Health Network and UNFPA V.5,"712,196.41"
Pakistan,"Save the Children International, UK",NGO,Strengthening Resilience and SRHR Integration in Punjab,"58,568.68"
Papua New Guinea,National Department of Health,Government,Health System Strengthening Version 1,"65,812.05"
Papua New Guinea,National Department of Education,Government,Spotlight Initiative: Review and roll-out of CSE curriculum to international standards,"239,643.87"
Papua New Guinea,Eastern Highlands Provincial Health Authority,Government,"Support to EHPHA to deliver integrated sexual and reproductive health, family planning, maternal health and GBV services Version 2.0","162,905.91"
Papua New Guinea,Department of Justice & Attorney General,Government,Women's Health Protection Version 1,"86,965.91"
Papua New Guinea,Papua New Guinea Institute of Medical Research,Government,GEDSI Fellowship Initiative,"146,595.20"
Papua New Guinea,National University of Ireland,NGO,ESP Costing (Social Services),"21,890.76"
Papua New Guinea,PNG Family Health Association,NGO,Peer-led Comprehensive Sexuality Education and Youth Mobilization Version No. 1,"213,316.73"
Papua New Guinea,Family Planning New South Wales,NGO,Supporting Quality Comprehensive Sexuality Education,"117,970.88"
Papua New Guinea,ChildFund,NGO,Spotlight Initiative: Roll out of Comprehensive Sexuality Education,"332,904.98"
Papua New Guinea,La Trobe University,NGO,Health Care response to GBV Curriculum Development,"117,428.08"
Philippines,Philippine Legislators' Committee on Population and Development Foundation,NGO,2023 PLCPD AWP v05,"88,265.21"
Philippines,Zone One Tondo Organization,NGO,2023 ZOTO AWP on CSE OOS v2,"70,579.76"
Philippines,Child Protection Network,NGO,CPN 2023 AWP for Project BRAVE V3.A,"59,612.71"
Philippines,Nonviolent Peaceforce Philippines,NGO,2023 Work Plan of Nonviolent Peaceforce (v3),"64,780.29"
Philippines,Zuellig Family Foundation,NGO,v2 2023 Work Plan of ZFF,"266,873.35"
Philippines,Center for Health Solutions Inc.,NGO,v2 2023 Workplan of CHSI,"234,202.04"
Philippines,"United Youth of the Philippines- Women, Incorporated",NGO,2023 Work Plan of the United Youth of the Philippines-Women (v4),"96,484.75"
Philippines,"Mindanao Organization for Social and Economic Progress, Inc.",NGO,"2023 Work Plan of Mindanao Organization for Socio-Economic Progress, Inc. (V3)","326,472.91"
Philippines,Coalition Against Trafficking,NGO,2023 CATW-AP AWP for Project BRAVE (version 3),"96,238.41"
Philippines,University of San Carlos - Office of Population Studies Foundation Inc.,NGO,2023 USC-OPS Annual Work Plan for the Longitudinal Cohort Study on the Filipino Child v03,"333,931.64"
Philippines,Philippine Society for Responsible Parenthood,NGO,v3 2023 PSRP AWP,"475,946.69"
Philippines,Philippine Mental Health Association,NGO,PMHA 2023 AWP for Project BRAVE (version 5.1),"106,666.54"
Philippines,Assistance and Coop for Community Resilience and Development Inc.,NGO,"Assistance and Cooperation for Community Resilience and Development, Inc. (ACCORD) v2","59,598.75"
Sri Lanka,Ministry of Health,Government,Annual Workplan 2023 - Ministry of Health,"66,245.24"
Sri Lanka,Department of Census & Statistics,Government,UNFPA - DCS Annual workplan for the year 2023,"119,225.89"
Sri Lanka,Family Planning Association of Sri Lanka,NGO,AWP 2023 - Family Planning Association of Sri Lanka,"282,559.23"
Sri Lanka,Women's Development Center,NGO,AWP - 2023 for Women's Development Centre,"148,843.68"
Sri Lanka,Jaffna Social Action Center,NGO,AWP 2023 - Jaffna Social Action Centre,"149,686.95"
Sri Lanka,Save the Children International,NGO,AWP 2023 - Save the Children Fund,"1,917,430.18"
Sri Lanka,World Vision International,NGO,AWP - World Vision International,"103,840.09"
Thailand,"Department of Health, Ministry of Public Health",Government,2023_Sexual and Reproductive Health national Institutional Capacity Development,"59,788.96"
Thailand,Planned Parenthood Association of Thailand,NGO,2023 Empowering Our Youth Access to SRHR and FP for All (Revision No. 4),"345,199.65"
Thailand,Raks Thai Foundation,NGO,Empowering Youth Access to SRHR and FP for All,"59,064.91"
Thailand,Foundation for Older Persons' Development,NGO,Facilitation of Technical Support for UNFPA on the Life-Cycle Approach to Population Ageing,"184,417.15"
Timor Leste,"National Institute of Statistics Timor-Leste, Public Institution",Government,"2023 National Institute of Statistic Timor-Leste, Public Institution (INE-TL)-UNFPA Work Plan Revision 3","126,194.49"
Timor Leste,Ministry of Health,Government,2023 Work Plan between UNFPA & Ministry of Health Rev2,"205,764.74"
Timor Leste,Instituto Nacional de Saude,Government,2023 Workplan: UNFPA & Instituto Nacional de Saúde Revision 2,"66,431.00"
Timor Leste,Instituto Nacional de Farmacia e Produtos Medicos (INFPM),Government,"2023 Work Plan UNFPA and SAMES, Instituição Pública_Revision 02","196,238.00"
Timor Leste,FOKUPERS,NGO,2023 Workplan between UNFPA & FOKUPERS Rev1,"124,979.00"
Timor Leste,Associação Comunidade Progresso,NGO,"2023 Work Plan UNFPA & Associação Comunidade Progresso (KP), rev5","398,911.70"
Timor Leste,Belun,NGO,2023 Work Plan between UNFPA & BELUN Rev2,"140,312.31"
Timor Leste,La Trobe University,NGO,Strengthen health sector's response capacity to GBV Rev1,"59,469.21"
Timor Leste,Associação Hamutuk Nasaun Saudavel,NGO,2023 Work Plan between UNFPA & HAMNASA Rev1,"81,578.24"
Viet Nam,"General Statistics Office, Ministry of Planning and Investment",Government,"Support in production, utilization of quality population data and evidence for the evaluation, formulation, implementation of the socio-economic development policies, strategies, programmes, and monitoring of SDGs in Viet Nam","184,222.63"
Viet Nam,"Department of Planning and Finance, Ministry of Health",Government,Support to improve equitable access to comprehensive sexual and reproductive health information and services and rights for vulnerable populations,"723,475.94"
Viet Nam,"Department of Youth Affairs, Ministry of Home Affairs",Government,Support the Government of Viet Nam in developing and monitoring the implementation of national policies on youth development,"132,424.22"
Viet Nam,Viet Nam Farmers’ Union,NGO,Prevention and Response to Gender-Based Violence and other Harmful Practices,"200,556.73"
Viet Nam,HelpAge International in Vietnam,NGO,2023 AWP (PWP472): Promoting integrated and inclusive social protection and care for older persons (OP) in responding to population ageing,"86,568.61"
Viet Nam,Center for Studies and Applied Sciences in Gender – Family – Women and Adolescents,NGO,Maintenance of OSSCs (Sunshine Houses) in Da Nang and Ho Chi Minh city for Gender-Based Violence Survivors,"289,350.83"
Viet Nam,UN Women,UN,Elimination of Violence against Women and Children in Viet Nam 2021-2025,"641,172.76"
Viet Nam,UN Children’s Fund (UNICEF),UN,Elimination of Violence against Women and Children in Viet Nam 2021-2025,"580,384.37"
Eastern Europe & Central Asia Regional Office,Interstate Statistical Committee of the Commonwealth of Independent States,Government,EECARO WP with CISStat,"274,816.41"
