Total Spending,UNFPA,GOV,NGO,UN,Core Resources,Non-core Resources,Program,Country,Year,Country_Name
904209,366013,369838,166076,2282,0.37,0.63,Ending gender-based violence and harmful practices,senegal,2022,Senegal
4383080,3066980,1016306,285263,14531,0.48,0.52,Ending preventable maternal deaths,senegal,2022,Senegal
901905,317216,380148,202605,1937,0.31,0.69,Ending the unmet need for family planning,senegal,2022,Senegal
859535,660879,0,198656,0,0.64,0.36,Ending gender-based violence and harmful practices,serbia,2022,Serbia
42633,36285,0,6348,0,1.0,0.0,Ending preventable maternal deaths,serbia,2022,Serbia
5057,4304,0,753,0,1.0,0.0,Ending the unmet need for family planning,serbia,2022,Serbia
9821,3967,5854,0,0,1.0,0.0,Ending gender-based violence and harmful practices,seychelles,2022,Seychelles
154261,114752,39508,0,0,0.99,0.01,Ending preventable maternal deaths,seychelles,2022,Seychelles
2306569,704136,739633,862801,0,0.33,0.67,Ending gender-based violence and harmful practices,sierra-leone,2022,Sierra Leone
3498406,2122242,453848,922317,0,0.35,0.65,Ending preventable maternal deaths,sierra-leone,2022,Sierra Leone
1140355,975064,165291,0,0,0.39,0.61,Ending the unmet need for family planning,sierra-leone,2022,Sierra Leone
10575795,1573925,1915408,7086462,0,0.02,0.98,Ending gender-based violence and harmful practices,somalia,2022,Somalia
21986621,7327794,4549929,9129731,979167,0.2,0.8,Ending preventable maternal deaths,somalia,2022,Somalia
1663969,1003209,242090,418670,0,0.16,0.84,Ending the unmet need for family planning,somalia,2022,Somalia
-896,0,0,0,0,0.0,0.0,Organizational effectiveness and efficiency,somalia,2022,Somalia
1571633,1376085,0,195548,0,0.44,0.56,Ending gender-based violence and harmful practices,south-africa,2022,South Africa
255507,172306,0,83200,0,0.31,0.69,Ending preventable maternal deaths,south-africa,2022,South Africa
1039811,893042,0,146770,0,0.75,0.25,Ending the unmet need for family planning,south-africa,2022,South Africa
9674571,2067552,125808,7481210,0,0.21,0.79,Ending gender-based violence and harmful practices,south-sudan,2022,South Sudan
13534016,7938544,457680,5137791,0,0.13,0.87,Ending preventable maternal deaths,south-sudan,2022,South Sudan
2561226,1059389,66239,1435598,0,0.16,0.84,Ending the unmet need for family planning,south-sudan,2022,South Sudan
1442622,838819,292221,311582,0,0.65,0.35,Ending gender-based violence and harmful practices,sri-lanka,2022,Sri Lanka
2073599,1095990,22023,5586,950000,0.68,0.32,Ending preventable maternal deaths,sri-lanka,2022,Sri Lanka
690697,551400,20295,119001,0,0.38,0.62,Ending the unmet need for family planning,sri-lanka,2022,Sri Lanka
11984231,6952538,1719036,3207240,105417,0.18,0.82,Ending gender-based violence and harmful practices,sudan,2022,Sudan
10625394,4955558,950473,4626162,93200,0.18,0.82,Ending preventable maternal deaths,sudan,2022,Sudan
1665842,1126567,349700,177572,12002,0.53,0.47,Ending the unmet need for family planning,sudan,2022,Sudan
23803387,6656662,0,10295356,6851369,0.07,0.93,Ending gender-based violence and harmful practices,syrian-arab-republic,2022,Syrian Arab Republic
14445083,2584521,0,10359949,1500613,0.04,0.96,Ending preventable maternal deaths,syrian-arab-republic,2022,Syrian Arab Republic
1031822,1031822,0,0,0,0.29,0.71,Ending the unmet need for family planning,syrian-arab-republic,2022,Syrian Arab Republic
889815,496420,105427,287968,0,0.17,0.83,Ending gender-based violence and harmful practices,tajikistan,2022,Tajikistan
1076033,550830,137050,388153,0,0.52,0.48,Ending preventable maternal deaths,tajikistan,2022,Tajikistan
521440,324619,25014,171807,0,0.78,0.22,Ending the unmet need for family planning,tajikistan,2022,Tajikistan
590400,590400,0,0,0,1.0,0.0,Ending gender-based violence and harmful practices,thailand,2022,Thailand
233683,233683,0,0,0,1.0,0.0,Ending the unmet need for family planning,thailand,2022,Thailand
1021238,504591,262718,253928,0,0.2,0.8,Ending gender-based violence and harmful practices,timor-leste,2022,Timor-Leste
1422054,1235907,186146,0,0,0.63,0.37,Ending preventable maternal deaths,timor-leste,2022,Timor-Leste
825705,303463,138188,384053,0,0.36,0.64,Ending the unmet need for family planning,timor-leste,2022,Timor-Leste
906740,703195,125299,78246,0,0.95,0.05,Ending gender-based violence and harmful practices,togo,2022,Togo
1572003,1285154,239463,47386,0,0.37,0.63,Ending preventable maternal deaths,togo,2022,Togo
1802382,1104620,295378,402384,0,0.45,0.55,Ending the unmet need for family planning,togo,2022,Togo
885421,599325,25452,260644,0,0.46,0.54,Ending gender-based violence and harmful practices,tunisia,2022,Tunisia
104185,100543,2568,1074,0,0.6,0.4,Ending preventable maternal deaths,tunisia,2022,Tunisia
267257,179333,26271,61654,0,0.75,0.25,Ending the unmet need for family planning,tunisia,2022,Tunisia
17401936,7458896,321513,9621526,0,0.04,0.96,Ending gender-based violence and harmful practices,türkiye,2022,Türkiye
4145636,297400,106512,3741724,0,0.07,0.93,Ending preventable maternal deaths,türkiye,2022,Türkiye
3813550,2026208,280274,1507067,0,0.11,0.89,Ending the unmet need for family planning,türkiye,2022,Türkiye
1406319,1394619,0,11700,0,0.44,0.56,Ending gender-based violence and harmful practices,turkmenistan,2022,Turkmenistan
321049,321049,0,0,0,0.37,0.63,Ending preventable maternal deaths,turkmenistan,2022,Turkmenistan
70351,70351,0,0,0,1.0,0.0,Ending the unmet need for family planning,turkmenistan,2022,Turkmenistan
9169717,2937668,1975251,4256798,0,0.15,0.85,Ending gender-based violence and harmful practices,uganda,2022,Uganda
8942048,5275746,826896,2839407,0,0.48,0.52,Ending preventable maternal deaths,uganda,2022,Uganda
5401690,383671,569795,4448223,0,0.05,0.95,Ending the unmet need for family planning,uganda,2022,Uganda
-1951,0,0,0,0,0.0,0.0,Organizational effectiveness and efficiency,uganda,2022,Uganda
20916366,13327851,13979,7563340,11196,0.06,0.94,Ending gender-based violence and harmful practices,ukraine,2022,Ukraine
1184165,181923,0,1002243,0,0.15,0.85,Ending preventable maternal deaths,ukraine,2022,Ukraine
547092,112471,0,434621,0,0.0,1.0,Ending the unmet need for family planning,ukraine,2022,Ukraine
664971,554877,8341,101753,0,0.6,0.4,Ending gender-based violence and harmful practices,uruguay,2022,Uruguay
2089,1930,0,159,0,1.0,0.0,Ending preventable maternal deaths,uruguay,2022,Uruguay
1891636,1724496,48128,119012,0,0.18,0.82,Ending the unmet need for family planning,uruguay,2022,Uruguay
979122,979122,0,0,0,0.39,0.61,Ending gender-based violence and harmful practices,uzbekistan,2022,Uzbekistan
882924,882924,0,0,0,0.83,0.17,Ending preventable maternal deaths,uzbekistan,2022,Uzbekistan
106136,106136,0,0,0,0.18,0.82,Ending the unmet need for family planning,uzbekistan,2022,Uzbekistan
3101519,2182334,62183,728221,128781,0.13,0.87,Ending gender-based violence and harmful practices,venezuela,2022,Venezuela (Bolivarian Republic of)
2049545,1507568,16875,434404,90699,0.16,0.84,Ending preventable maternal deaths,venezuela,2022,Venezuela (Bolivarian Republic of)
1604987,1054321,17077,533589,0,0.21,0.79,Ending the unmet need for family planning,venezuela,2022,Venezuela (Bolivarian Republic of)
2782438,1092913,340011,1349514,0,0.1,0.9,Ending gender-based violence and harmful practices,zambia,2022,Zambia
4627312,3235131,1199859,192321,0,0.47,0.53,Ending preventable maternal deaths,zambia,2022,Zambia
1266685,672692,383295,210698,0,0.2,0.8,Ending the unmet need for family planning,zambia,2022,Zambia
29658,29658,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,zambia,2022,Zambia
3257928,882312,123414,2213773,38429,0.09,0.91,Ending gender-based violence and harmful practices,zimbabwe,2022,Zimbabwe
3276772,3152268,109348,2520,12636,0.7,0.3,Ending preventable maternal deaths,zimbabwe,2022,Zimbabwe
4816862,3919035,509783,327800,60245,0.04,0.96,Ending the unmet need for family planning,zimbabwe,2022,Zimbabwe
