Total Spending,UNFPA,GOV,NGO,UN,Core Resources,Non-core Resources,Program,Country,Year,Country_Name
115472,70161,45311,0,0,0.84,0.16,Gender equality and empowerment of women and girls,mexico,2018,Mexico
737,737,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,mexico,2018,Mexico
254425,194981,59444,0,0,0.88,0.12,Population and development,mexico,2018,Mexico
1608468,1067403,462614,78451,0,0.32,0.68,Utilization of sexual and reproductive health services,mexico,2018,Mexico
382649,289425,93360,0,0,0.67,0.33,Empowerment of young people,mongolia,2018,Mongolia
970793,499518,389532,81743,0,0.17,0.83,Gender equality and empowerment of women and girls,mongolia,2018,Mongolia
5493,5493,0,0,0,0.0,1.0,Organizational effectiveness and efficiency,mongolia,2018,Mongolia
6352,6352,0,0,0,1.0,0.0,Population and development,mongolia,2018,Mongolia
709865,244268,465597,0,0,0.45,0.55,Utilization of sexual and reproductive health services,mongolia,2018,Mongolia
273449,139774,13807,119868,0,0.62,0.38,Empowerment of young people,morocco,2018,Morocco
438513,240679,142134,55700,0,0.38,0.62,Gender equality and empowerment of women and girls,morocco,2018,Morocco
128640,96576,32063,0,0,0.58,0.42,Population and development,morocco,2018,Morocco
560466,494772,23730,41964,0,0.92,0.08,Utilization of sexual and reproductive health services,morocco,2018,Morocco
2765544,988951,369118,1406683,792,0.2,0.8,Empowerment of young people,mozambique,2018,Mozambique
1084085,300908,223691,516147,43339,0.36,0.64,Gender equality and empowerment of women and girls,mozambique,2018,Mozambique
6452607,1158596,5249066,44945,0,0.06,0.94,Population and development,mozambique,2018,Mozambique
15665721,11906884,2426036,1116640,216162,0.11,0.89,Utilization of sexual and reproductive health services,mozambique,2018,Mozambique
791767,359984,75854,355929,0,0.03,0.97,Empowerment of young people,myanmar,2018,Myanmar
4963048,2401870,12568,2337280,211330,0.19,0.81,Gender equality and empowerment of women and girls,myanmar,2018,Myanmar
708699,639673,69003,23,0,0.61,0.39,Population and development,myanmar,2018,Myanmar
6057347,2923298,105369,2471661,557019,0.25,0.75,Utilization of sexual and reproductive health services,myanmar,2018,Myanmar
253347,179899,68388,5060,0,0.23,0.77,Empowerment of young people,namibia,2018,Namibia
188517,144648,3877,39993,0,1.0,0.0,Gender equality and empowerment of women and girls,namibia,2018,Namibia
149703,102380,47323,0,0,1.0,0.0,Population and development,namibia,2018,Namibia
449725,365028,62369,22328,0,0.57,0.43,Utilization of sexual and reproductive health services,namibia,2018,Namibia
580660,306143,4932,269585,0,0.44,0.56,Empowerment of young people,nepal,2018,Nepal
2275437,790602,17412,1467423,0,0.25,0.75,Gender equality and empowerment of women and girls,nepal,2018,Nepal
1624,1624,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,nepal,2018,Nepal
617541,594033,22539,968,0,0.99,0.01,Population and development,nepal,2018,Nepal
3706992,1270394,51532,2385065,0,0.23,0.77,Utilization of sexual and reproductive health services,nepal,2018,Nepal
215541,194242,21299,0,0,1.0,0.0,Empowerment of young people,nicaragua,2018,Nicaragua
160284,128138,32146,0,0,0.95,0.05,Gender equality and empowerment of women and girls,nicaragua,2018,Nicaragua
41446,16065,25380,0,0,1.0,0.0,Population and development,nicaragua,2018,Nicaragua
377020,285421,91598,0,0,0.95,0.05,Utilization of sexual and reproductive health services,nicaragua,2018,Nicaragua
5467047,1081976,4185284,199787,0,0.07,0.93,Empowerment of young people,niger,2018,Niger
1603995,881964,395749,326282,0,0.32,0.68,Gender equality and empowerment of women and girls,niger,2018,Niger
1368931,1029944,338987,0,0,0.34,0.66,Population and development,niger,2018,Niger
4710010,2775613,1829027,105370,0,0.4,0.6,Utilization of sexual and reproductive health services,niger,2018,Niger
1003331,380594,124018,498719,0,0.42,0.58,Empowerment of young people,nigeria,2018,Nigeria
3039720,1256881,679112,1103727,0,0.13,0.87,Gender equality and empowerment of women and girls,nigeria,2018,Nigeria
2124532,1490833,574766,58933,0,0.79,0.21,Population and development,nigeria,2018,Nigeria
13771537,10043082,1199239,2529216,0,0.22,0.78,Utilization of sexual and reproductive health services,nigeria,2018,Nigeria
7927,7927,0,1,0,1.0,0.0,Empowerment of young people,north-macedonia,2018,North Macedonia
2362,43,0,2319,0,1.0,0.0,Gender equality and empowerment of women and girls,north-macedonia,2018,North Macedonia
1350,1349,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,north-macedonia,2018,North Macedonia
35796,22390,0,13406,0,1.0,0.0,Population and development,north-macedonia,2018,North Macedonia
408890,339106,0,69785,0,0.86,0.14,Utilization of sexual and reproductive health services,north-macedonia,2018,North Macedonia
139067,139067,0,0,0,0.22,0.78,Empowerment of young people,oman,2018,Oman
849946,849946,0,0,0,0.16,0.84,Population and development,oman,2018,Oman
116416,68140,48276,0,0,1.0,0.0,Empowerment of young people,pakistan,2018,Pakistan
2922121,670292,1982022,0,269807,0.0,1.0,Gender equality and empowerment of women and girls,pakistan,2018,Pakistan
2470009,386426,1833889,197211,52481,0.29,0.71,Population and development,pakistan,2018,Pakistan
4715677,2919382,595882,1145413,55000,0.54,0.46,Utilization of sexual and reproductive health services,pakistan,2018,Pakistan
215315,215315,0,0,0,0.88,0.12,Empowerment of young people,panama,2018,Panama
86042,86042,0,0,0,1.0,0.0,Gender equality and empowerment of women and girls,panama,2018,Panama
2966,2966,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,panama,2018,Panama
64261,64261,0,0,0,1.0,0.0,Population and development,panama,2018,Panama
85030,85030,0,0,0,1.0,0.0,Utilization of sexual and reproductive health services,panama,2018,Panama
268555,186739,81819,0,0,0.04,0.96,Empowerment of young people,papua-new-guinea,2018,Papua New Guinea
173598,146761,0,26837,0,0.42,0.58,Gender equality and empowerment of women and girls,papua-new-guinea,2018,Papua New Guinea
1545594,707614,838219,0,0,0.53,0.47,Population and development,papua-new-guinea,2018,Papua New Guinea
1429506,1043054,47051,339401,0,0.49,0.51,Utilization of sexual and reproductive health services,papua-new-guinea,2018,Papua New Guinea
205944,176017,0,29927,0,1.0,0.0,Empowerment of young people,paraguay,2018,Paraguay
205953,205953,0,0,0,0.79,0.21,Gender equality and empowerment of women and girls,paraguay,2018,Paraguay
136091,136091,0,0,0,1.0,0.0,Population and development,paraguay,2018,Paraguay
349066,349066,0,0,0,0.9,0.1,Utilization of sexual and reproductive health services,paraguay,2018,Paraguay
196572,196572,0,0,0,1.0,0.0,Empowerment of young people,peru,2018,Peru
609879,609879,0,0,0,0.45,0.55,Gender equality and empowerment of women and girls,peru,2018,Peru
95794,95794,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,peru,2018,Peru
255121,255121,0,0,0,1.0,0.0,Population and development,peru,2018,Peru
287614,287614,0,0,0,0.77,0.23,Utilization of sexual and reproductive health services,peru,2018,Peru
256135,11701,24,244410,0,0.74,0.26,Empowerment of young people,philippines,2018,Philippines
628768,215815,17441,395512,0,0.37,0.63,Gender equality and empowerment of women and girls,philippines,2018,Philippines
498460,157848,63965,276648,0,0.96,0.04,Population and development,philippines,2018,Philippines
2932341,2012884,39756,879701,0,0.66,0.34,Utilization of sexual and reproductive health services,philippines,2018,Philippines
118982,30067,24471,64445,0,0.31,0.69,Empowerment of young people,rwanda,2018,Rwanda
62716,0,0,62716,0,0.0,1.0,Gender equality and empowerment of women and girls,rwanda,2018,Rwanda
310607,97335,213272,0,0,0.53,0.47,Population and development,rwanda,2018,Rwanda
2493179,1686447,483992,322740,0,0.47,0.53,Utilization of sexual and reproductive health services,rwanda,2018,Rwanda
15135,0,15135,0,0,1.0,0.0,Empowerment of young people,sao-tome-principe,2018,Sao Tome and Principe
5000,5000,0,0,0,1.0,0.0,Gender equality and empowerment of women and girls,sao-tome-principe,2018,Sao Tome and Principe
5985,0,5985,0,0,1.0,0.0,Organizational effectiveness and efficiency,sao-tome-principe,2018,Sao Tome and Principe
285391,250930,34461,0,0,0.98,0.02,Population and development,sao-tome-principe,2018,Sao Tome and Principe
468401,376282,92119,0,0,0.36,0.64,Utilization of sexual and reproductive health services,sao-tome-principe,2018,Sao Tome and Principe
637679,270908,165196,201575,0,0.24,0.76,Empowerment of young people,senegal,2018,Senegal
910474,273072,392442,244960,0,0.17,0.83,Gender equality and empowerment of women and girls,senegal,2018,Senegal
125,35,90,0,0,0.0,1.0,Organizational effectiveness and efficiency,senegal,2018,Senegal
1043247,732048,311199,0,0,0.45,0.55,Population and development,senegal,2018,Senegal
3236164,1983437,1011077,241649,0,0.33,0.67,Utilization of sexual and reproductive health services,senegal,2018,Senegal
67490,61805,0,5685,0,0.92,0.08,Empowerment of young people,serbia,2018,Serbia
75254,25389,0,49865,0,0.45,0.55,Gender equality and empowerment of women and girls,serbia,2018,Serbia
11959,11959,0,0,0,1.0,0.0,Population and development,serbia,2018,Serbia
361757,307308,0,54448,0,0.8,0.2,Utilization of sexual and reproductive health services,serbia,2018,Serbia
965695,200280,474186,291229,0,0.14,0.86,Empowerment of young people,sierra-leone,2018,Sierra Leone
504595,73071,201026,230498,0,0.19,0.81,Gender equality and empowerment of women and girls,sierra-leone,2018,Sierra Leone
267877,243077,24800,0,0,0.99,0.01,Population and development,sierra-leone,2018,Sierra Leone
18548444,4760887,6515794,7271762,0,0.05,0.95,Utilization of sexual and reproductive health services,sierra-leone,2018,Sierra Leone
1192945,200278,437514,555153,0,0.02,0.98,Empowerment of young people,somalia,2018,Somalia
2698032,295334,1696723,705975,0,0.14,0.86,Gender equality and empowerment of women and girls,somalia,2018,Somalia
64936,25372,28000,11565,0,0.27,0.73,Organizational effectiveness and efficiency,somalia,2018,Somalia
3781058,2412957,1368101,0,0,0.0,1.0,Population and development,somalia,2018,Somalia
12529591,5584954,4664892,2279745,0,0.16,0.84,Utilization of sexual and reproductive health services,somalia,2018,Somalia
829515,294550,0,534965,0,0.02,0.98,Empowerment of young people,south-africa,2018,South Africa
176445,176376,0,69,0,1.0,0.0,Gender equality and empowerment of women and girls,south-africa,2018,South Africa
9333,9329,0,3,0,1.0,0.0,Organizational effectiveness and efficiency,south-africa,2018,South Africa
218524,218436,0,87,0,1.0,0.0,Population and development,south-africa,2018,South Africa
1007994,826155,0,181838,0,0.61,0.39,Utilization of sexual and reproductive health services,south-africa,2018,South Africa
319342,130783,26590,161968,0,0.92,0.08,Empowerment of young people,south-sudan,2018,South Sudan
467029,33728,0,433301,0,0.92,0.08,Gender equality and empowerment of women and girls,south-sudan,2018,South Sudan
25514,25514,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,south-sudan,2018,South Sudan
85520,48190,37330,0,0,1.0,0.0,Population and development,south-sudan,2018,South Sudan
20521905,10999163,944444,8578297,0,0.13,0.87,Utilization of sexual and reproductive health services,south-sudan,2018,South Sudan
288101,233759,16450,37892,0,0.55,0.45,Empowerment of young people,sri-lanka,2018,Sri Lanka
397076,393500,576,3000,0,0.53,0.47,Gender equality and empowerment of women and girls,sri-lanka,2018,Sri Lanka
43486,43486,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,sri-lanka,2018,Sri Lanka
220163,220163,0,0,0,0.69,0.31,Population and development,sri-lanka,2018,Sri Lanka
69724,51912,17812,0,0,0.99,0.01,Utilization of sexual and reproductive health services,sri-lanka,2018,Sri Lanka
228397,51564,115763,61070,0,0.86,0.14,Empowerment of young people,sudan,2018,Sudan
2988977,1434036,1056849,498093,0,0.17,0.83,Gender equality and empowerment of women and girls,sudan,2018,Sudan
12671,9041,0,3630,0,0.76,0.24,Organizational effectiveness and efficiency,sudan,2018,Sudan
607958,489345,103795,14819,0,0.93,0.07,Population and development,sudan,2018,Sudan
6329868,4083858,1324583,921427,0,0.35,0.65,Utilization of sexual and reproductive health services,sudan,2018,Sudan
1953489,320097,0,1633392,0,0.01,0.99,Empowerment of young people,syrian-arab-republic,2018,Syrian Arab Republic
19757239,13999099,0,5180540,577600,0.07,0.93,Gender equality and empowerment of women and girls,syrian-arab-republic,2018,Syrian Arab Republic
274990,274990,0,0,0,0.01,0.99,Population and development,syrian-arab-republic,2018,Syrian Arab Republic
12698449,5972876,0,6725573,0,0.06,0.94,Utilization of sexual and reproductive health services,syrian-arab-republic,2018,Syrian Arab Republic
98732,51848,0,46884,0,1.0,0.0,Empowerment of young people,tajikistan,2018,Tajikistan
91964,26790,14319,50856,0,1.0,0.0,Gender equality and empowerment of women and girls,tajikistan,2018,Tajikistan
202689,72810,43427,86451,0,0.47,0.53,Population and development,tajikistan,2018,Tajikistan
672958,465651,35598,171709,0,0.72,0.28,Utilization of sexual and reproductive health services,tajikistan,2018,Tajikistan
270784,270784,0,0,0,1.0,0.0,Empowerment of young people,thailand,2018,Thailand
4904,4904,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,thailand,2018,Thailand
142221,142221,0,0,0,1.0,0.0,Population and development,thailand,2018,Thailand
273456,273456,0,0,0,1.0,0.0,Utilization of sexual and reproductive health services,thailand,2018,Thailand
109776,109777,0,0,0,0.99,0.01,Empowerment of young people,timor-leste,2018,Timor-Leste
46532,43053,3479,0,0,1.0,0.0,Gender equality and empowerment of women and girls,timor-leste,2018,Timor-Leste
377340,366740,10600,0,0,1.0,1.0,Population and development,timor-leste,2018,Timor-Leste
1093754,926019,78596,89140,0,0.57,0.43,Utilization of sexual and reproductive health services,timor-leste,2018,Timor-Leste
37686,11872,25814,0,0,0.89,0.11,Empowerment of young people,togo,2018,Togo
110125,13463,60014,36647,0,1.0,0.0,Gender equality and empowerment of women and girls,togo,2018,Togo
215682,118461,97221,0,0,0.98,0.02,Population and development,togo,2018,Togo
2244889,1516650,323518,404720,0,0.51,0.49,Utilization of sexual and reproductive health services,togo,2018,Togo
4519,5,4513,0,0,1.0,0.0,Empowerment of young people,tunisia,2018,Tunisia
942167,332774,176043,401085,32266,0.24,0.76,Gender equality and empowerment of women and girls,tunisia,2018,Tunisia
1577,2,0,1575,0,1.0,0.0,Organizational effectiveness and efficiency,tunisia,2018,Tunisia
130813,95099,26560,9154,0,0.95,0.05,Population and development,tunisia,2018,Tunisia
99965,48241,29330,22394,0,0.77,0.23,Utilization of sexual and reproductive health services,tunisia,2018,Tunisia
824793,33850,0,790942,0,0.1,0.9,Empowerment of young people,türkiye,2018,Türkiye
5917864,3196512,0,2721351,0,0.11,0.89,Gender equality and empowerment of women and girls,türkiye,2018,Türkiye
75700,49939,25761,0,0,1.0,0.0,Population and development,türkiye,2018,Türkiye
16620043,4940449,2124184,9555410,0,0.02,0.98,Utilization of sexual and reproductive health services,türkiye,2018,Türkiye
266515,247437,8497,10581,0,0.69,0.31,Empowerment of young people,turkmenistan,2018,Turkmenistan
32250,32250,0,0,0,1.0,0.0,Gender equality and empowerment of women and girls,turkmenistan,2018,Turkmenistan
170197,170197,0,0,0,0.94,0.06,Population and development,turkmenistan,2018,Turkmenistan
202515,190592,11924,0,0,0.73,0.27,Utilization of sexual and reproductive health services,turkmenistan,2018,Turkmenistan
1376155,372707,189956,813492,0,0.01,0.99,Empowerment of young people,uganda,2018,Uganda
1971621,83033,495969,1392619,0,0.03,0.97,Gender equality and empowerment of women and girls,uganda,2018,Uganda
552484,171383,360554,20547,0,0.28,0.72,Population and development,uganda,2018,Uganda
8893716,4774001,1777339,2342376,0,0.29,0.71,Utilization of sexual and reproductive health services,uganda,2018,Uganda
297764,180260,0,117504,0,1.0,0.0,Empowerment of young people,ukraine,2018,Ukraine
3409167,1502912,0,1906255,0,0.15,0.85,Gender equality and empowerment of women and girls,ukraine,2018,Ukraine
88322,33352,0,54970,0,-0.01,1.01,Utilization of sexual and reproductive health services,ukraine,2018,Ukraine
139189,119406,2000,17784,0,0.96,0.04,Empowerment of young people,uruguay,2018,Uruguay
22870,22870,0,0,0,1.0,0.0,Gender equality and empowerment of women and girls,uruguay,2018,Uruguay
196286,196286,0,0,0,0.79,0.21,Population and development,uruguay,2018,Uruguay
1302698,1259495,31000,12203,0,0.26,0.74,Utilization of sexual and reproductive health services,uruguay,2018,Uruguay
123667,123667,0,0,0,1.0,0.0,Empowerment of young people,uzbekistan,2018,Uzbekistan
280658,280658,0,0,0,0.69,0.31,Gender equality and empowerment of women and girls,uzbekistan,2018,Uzbekistan
171433,171433,0,0,0,1.0,0.0,Population and development,uzbekistan,2018,Uzbekistan
429763,401060,0,0,28703,0.77,0.23,Utilization of sexual and reproductive health services,uzbekistan,2018,Uzbekistan
232872,109849,51140,71882,0,0.68,0.32,Empowerment of young people,venezuela,2018,Venezuela (Bolivarian Republic of)
78211,49844,14460,13906,0,0.98,0.02,Gender equality and empowerment of women and girls,venezuela,2018,Venezuela (Bolivarian Republic of)
20484,20484,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,venezuela,2018,Venezuela (Bolivarian Republic of)
81260,66980,8636,5644,0,0.94,0.06,Population and development,venezuela,2018,Venezuela (Bolivarian Republic of)
297589,264768,16484,16337,0,0.91,0.09,Utilization of sexual and reproductive health services,venezuela,2018,Venezuela (Bolivarian Republic of)
582548,229319,9831,343398,0,0.04,0.96,Empowerment of young people,zambia,2018,Zambia
1030397,836820,193577,0,0,1.0,-0.0,Population and development,zambia,2018,Zambia
7652012,3840193,2737446,1074372,0,0.09,0.91,Utilization of sexual and reproductive health services,zambia,2018,Zambia
1112777,516200,171237,425340,0,0.16,0.84,Empowerment of young people,zimbabwe,2018,Zimbabwe
1482469,356371,317019,809079,0,0.03,0.97,Gender equality and empowerment of women and girls,zimbabwe,2018,Zimbabwe
214130,190858,23272,0,0,1.0,0.0,Population and development,zimbabwe,2018,Zimbabwe
13322009,9215621,2201320,1794719,110349,0.1,0.9,Utilization of sexual and reproductive health services,zimbabwe,2018,Zimbabwe
