Indicator Name,Indicator Description,Units of Measure,Name of Geography,Country,UN Standard Country or Area Code (M.49),UNFPA Region Name,Region View Code,Survey Year,Source Organization,Source Description,ld_ranking,Sex: Female
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ethiopia,Ethiopia,231,East and Southern Africa,,2011,SDG,Sustainable Development Goals Global Database 2023,10,603.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ethiopia,Ethiopia,231,East and Southern Africa,,2010,SDG,Sustainable Development Goals Global Database 2023,11,634.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ethiopia,Ethiopia,231,East and Southern Africa,,2009,SDG,Sustainable Development Goals Global Database 2023,12,683.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ethiopia,Ethiopia,231,East and Southern Africa,,2008,SDG,Sustainable Development Goals Global Database 2023,13,724.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ethiopia,Ethiopia,231,East and Southern Africa,,2007,SDG,Sustainable Development Goals Global Database 2023,14,780.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ethiopia,Ethiopia,231,East and Southern Africa,,2006,SDG,Sustainable Development Goals Global Database 2023,15,814.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ethiopia,Ethiopia,231,East and Southern Africa,,2005,SDG,Sustainable Development Goals Global Database 2023,16,879.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ethiopia,Ethiopia,231,East and Southern Africa,,2004,SDG,Sustainable Development Goals Global Database 2023,17,900.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ethiopia,Ethiopia,231,East and Southern Africa,,2003,SDG,Sustainable Development Goals Global Database 2023,18,906.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ethiopia,Ethiopia,231,East and Southern Africa,,2002,SDG,Sustainable Development Goals Global Database 2023,19,960.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ethiopia,Ethiopia,231,East and Southern Africa,,2001,SDG,Sustainable Development Goals Global Database 2023,20,955.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ethiopia,Ethiopia,231,East and Southern Africa,,2000,SDG,Sustainable Development Goals Global Database 2023,21,952.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Fiji,Fiji,242,Asia and the Pacific,,2020,SDG,Sustainable Development Goals Global Database 2023,1,38
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Fiji,Fiji,242,Asia and the Pacific,,2019,SDG,Sustainable Development Goals Global Database 2023,2,38.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Fiji,Fiji,242,Asia and the Pacific,,2018,SDG,Sustainable Development Goals Global Database 2023,3,36.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Fiji,Fiji,242,Asia and the Pacific,,2017,SDG,Sustainable Development Goals Global Database 2023,4,36.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Fiji,Fiji,242,Asia and the Pacific,,2016,SDG,Sustainable Development Goals Global Database 2023,5,39.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Fiji,Fiji,242,Asia and the Pacific,,2015,SDG,Sustainable Development Goals Global Database 2023,6,39
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Fiji,Fiji,242,Asia and the Pacific,,2014,SDG,Sustainable Development Goals Global Database 2023,7,38.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Fiji,Fiji,242,Asia and the Pacific,,2013,SDG,Sustainable Development Goals Global Database 2023,8,39.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Fiji,Fiji,242,Asia and the Pacific,,2012,SDG,Sustainable Development Goals Global Database 2023,9,39.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Fiji,Fiji,242,Asia and the Pacific,,2011,SDG,Sustainable Development Goals Global Database 2023,10,39.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Fiji,Fiji,242,Asia and the Pacific,,2010,SDG,Sustainable Development Goals Global Database 2023,11,41.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Fiji,Fiji,242,Asia and the Pacific,,2009,SDG,Sustainable Development Goals Global Database 2023,12,42.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Fiji,Fiji,242,Asia and the Pacific,,2008,SDG,Sustainable Development Goals Global Database 2023,13,43.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Fiji,Fiji,242,Asia and the Pacific,,2007,SDG,Sustainable Development Goals Global Database 2023,14,44.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Fiji,Fiji,242,Asia and the Pacific,,2006,SDG,Sustainable Development Goals Global Database 2023,15,44.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Fiji,Fiji,242,Asia and the Pacific,,2005,SDG,Sustainable Development Goals Global Database 2023,16,45.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Fiji,Fiji,242,Asia and the Pacific,,2004,SDG,Sustainable Development Goals Global Database 2023,17,46.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Fiji,Fiji,242,Asia and the Pacific,,2003,SDG,Sustainable Development Goals Global Database 2023,18,47.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Fiji,Fiji,242,Asia and the Pacific,,2002,SDG,Sustainable Development Goals Global Database 2023,19,49.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Fiji,Fiji,242,Asia and the Pacific,,2001,SDG,Sustainable Development Goals Global Database 2023,20,46.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Fiji,Fiji,242,Asia and the Pacific,,2000,SDG,Sustainable Development Goals Global Database 2023,21,49
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Finland,Finland,246,non-UNFPA,,2020,SDG,Sustainable Development Goals Global Database 2023,1,8.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Finland,Finland,246,non-UNFPA,,2019,SDG,Sustainable Development Goals Global Database 2023,2,8.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Finland,Finland,246,non-UNFPA,,2018,SDG,Sustainable Development Goals Global Database 2023,3,7.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Finland,Finland,246,non-UNFPA,,2017,SDG,Sustainable Development Goals Global Database 2023,4,7.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Finland,Finland,246,non-UNFPA,,2016,SDG,Sustainable Development Goals Global Database 2023,5,7.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Finland,Finland,246,non-UNFPA,,2015,SDG,Sustainable Development Goals Global Database 2023,6,7.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Finland,Finland,246,non-UNFPA,,2014,SDG,Sustainable Development Goals Global Database 2023,7,6.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Finland,Finland,246,non-UNFPA,,2013,SDG,Sustainable Development Goals Global Database 2023,8,7.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Finland,Finland,246,non-UNFPA,,2012,SDG,Sustainable Development Goals Global Database 2023,9,7.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Finland,Finland,246,non-UNFPA,,2011,SDG,Sustainable Development Goals Global Database 2023,10,6.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Finland,Finland,246,non-UNFPA,,2010,SDG,Sustainable Development Goals Global Database 2023,11,7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Finland,Finland,246,non-UNFPA,,2009,SDG,Sustainable Development Goals Global Database 2023,12,7.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Finland,Finland,246,non-UNFPA,,2008,SDG,Sustainable Development Goals Global Database 2023,13,7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Finland,Finland,246,non-UNFPA,,2007,SDG,Sustainable Development Goals Global Database 2023,14,7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Finland,Finland,246,non-UNFPA,,2006,SDG,Sustainable Development Goals Global Database 2023,15,6.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Finland,Finland,246,non-UNFPA,,2005,SDG,Sustainable Development Goals Global Database 2023,16,7.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Finland,Finland,246,non-UNFPA,,2004,SDG,Sustainable Development Goals Global Database 2023,17,7.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Finland,Finland,246,non-UNFPA,,2003,SDG,Sustainable Development Goals Global Database 2023,18,7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Finland,Finland,246,non-UNFPA,,2002,SDG,Sustainable Development Goals Global Database 2023,19,7.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Finland,Finland,246,non-UNFPA,,2001,SDG,Sustainable Development Goals Global Database 2023,20,7.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Finland,Finland,246,non-UNFPA,,2000,SDG,Sustainable Development Goals Global Database 2023,21,7.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,France,France,250,non-UNFPA,,2020,SDG,Sustainable Development Goals Global Database 2023,1,7.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,France,France,250,non-UNFPA,,2019,SDG,Sustainable Development Goals Global Database 2023,2,7.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,France,France,250,non-UNFPA,,2018,SDG,Sustainable Development Goals Global Database 2023,3,7.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,France,France,250,non-UNFPA,,2017,SDG,Sustainable Development Goals Global Database 2023,4,7.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,France,France,250,non-UNFPA,,2016,SDG,Sustainable Development Goals Global Database 2023,5,7.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,France,France,250,non-UNFPA,,2015,SDG,Sustainable Development Goals Global Database 2023,6,7.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,France,France,250,non-UNFPA,,2014,SDG,Sustainable Development Goals Global Database 2023,7,8.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,France,France,250,non-UNFPA,,2013,SDG,Sustainable Development Goals Global Database 2023,8,8.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,France,France,250,non-UNFPA,,2012,SDG,Sustainable Development Goals Global Database 2023,9,9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,France,France,250,non-UNFPA,,2011,SDG,Sustainable Development Goals Global Database 2023,10,9.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,France,France,250,non-UNFPA,,2010,SDG,Sustainable Development Goals Global Database 2023,11,9.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,France,France,250,non-UNFPA,,2009,SDG,Sustainable Development Goals Global Database 2023,12,9.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,France,France,250,non-UNFPA,,2008,SDG,Sustainable Development Goals Global Database 2023,13,9.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,France,France,250,non-UNFPA,,2007,SDG,Sustainable Development Goals Global Database 2023,14,8.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,France,France,250,non-UNFPA,,2006,SDG,Sustainable Development Goals Global Database 2023,15,9.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,France,France,250,non-UNFPA,,2005,SDG,Sustainable Development Goals Global Database 2023,16,8.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,France,France,250,non-UNFPA,,2004,SDG,Sustainable Development Goals Global Database 2023,17,8.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,France,France,250,non-UNFPA,,2003,SDG,Sustainable Development Goals Global Database 2023,18,9.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,France,France,250,non-UNFPA,,2002,SDG,Sustainable Development Goals Global Database 2023,19,9.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,France,France,250,non-UNFPA,,2001,SDG,Sustainable Development Goals Global Database 2023,20,9.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,France,France,250,non-UNFPA,,2000,SDG,Sustainable Development Goals Global Database 2023,21,9.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gabon,Gabon,266,West and Central Africa,,2020,SDG,Sustainable Development Goals Global Database 2023,1,226.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gabon,Gabon,266,West and Central Africa,,2019,SDG,Sustainable Development Goals Global Database 2023,2,225.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gabon,Gabon,266,West and Central Africa,,2018,SDG,Sustainable Development Goals Global Database 2023,3,228.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gabon,Gabon,266,West and Central Africa,,2017,SDG,Sustainable Development Goals Global Database 2023,4,217.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gabon,Gabon,266,West and Central Africa,,2016,SDG,Sustainable Development Goals Global Database 2023,5,215.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gabon,Gabon,266,West and Central Africa,,2015,SDG,Sustainable Development Goals Global Database 2023,6,212.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gabon,Gabon,266,West and Central Africa,,2014,SDG,Sustainable Development Goals Global Database 2023,7,215.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gabon,Gabon,266,West and Central Africa,,2013,SDG,Sustainable Development Goals Global Database 2023,8,193.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gabon,Gabon,266,West and Central Africa,,2012,SDG,Sustainable Development Goals Global Database 2023,9,177.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gabon,Gabon,266,West and Central Africa,,2011,SDG,Sustainable Development Goals Global Database 2023,10,187.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gabon,Gabon,266,West and Central Africa,,2010,SDG,Sustainable Development Goals Global Database 2023,11,192.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gabon,Gabon,266,West and Central Africa,,2009,SDG,Sustainable Development Goals Global Database 2023,12,211.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gabon,Gabon,266,West and Central Africa,,2008,SDG,Sustainable Development Goals Global Database 2023,13,219.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gabon,Gabon,266,West and Central Africa,,2007,SDG,Sustainable Development Goals Global Database 2023,14,238.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gabon,Gabon,266,West and Central Africa,,2006,SDG,Sustainable Development Goals Global Database 2023,15,238.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gabon,Gabon,266,West and Central Africa,,2005,SDG,Sustainable Development Goals Global Database 2023,16,239.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gabon,Gabon,266,West and Central Africa,,2004,SDG,Sustainable Development Goals Global Database 2023,17,227
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gabon,Gabon,266,West and Central Africa,,2003,SDG,Sustainable Development Goals Global Database 2023,18,223.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gabon,Gabon,266,West and Central Africa,,2002,SDG,Sustainable Development Goals Global Database 2023,19,238.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gabon,Gabon,266,West and Central Africa,,2001,SDG,Sustainable Development Goals Global Database 2023,20,243.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gabon,Gabon,266,West and Central Africa,,2000,SDG,Sustainable Development Goals Global Database 2023,21,248.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gambia,Gambia,270,West and Central Africa,,2020,SDG,Sustainable Development Goals Global Database 2023,1,458.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gambia,Gambia,270,West and Central Africa,,2019,SDG,Sustainable Development Goals Global Database 2023,2,474.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gambia,Gambia,270,West and Central Africa,,2019,DHS,Gambia Demographic and Health Surveys 2019,3,289
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gambia,Gambia,270,West and Central Africa,,2018,SDG,Sustainable Development Goals Global Database 2023,4,511.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gambia,Gambia,270,West and Central Africa,,2017,SDG,Sustainable Development Goals Global Database 2023,5,493.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gambia,Gambia,270,West and Central Africa,,2016,SDG,Sustainable Development Goals Global Database 2023,6,505.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gambia,Gambia,270,West and Central Africa,,2015,SDG,Sustainable Development Goals Global Database 2023,7,534.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gambia,Gambia,270,West and Central Africa,,2014,SDG,Sustainable Development Goals Global Database 2023,8,543.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gambia,Gambia,270,West and Central Africa,,2013,SDG,Sustainable Development Goals Global Database 2023,9,598
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gambia,Gambia,270,West and Central Africa,,2012,SDG,Sustainable Development Goals Global Database 2023,10,574.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gambia,Gambia,270,West and Central Africa,,2011,SDG,Sustainable Development Goals Global Database 2023,11,596.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gambia,Gambia,270,West and Central Africa,,2010,SDG,Sustainable Development Goals Global Database 2023,12,619.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gambia,Gambia,270,West and Central Africa,,2009,SDG,Sustainable Development Goals Global Database 2023,13,647.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gambia,Gambia,270,West and Central Africa,,2008,SDG,Sustainable Development Goals Global Database 2023,14,667.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gambia,Gambia,270,West and Central Africa,,2007,SDG,Sustainable Development Goals Global Database 2023,15,698.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gambia,Gambia,270,West and Central Africa,,2006,SDG,Sustainable Development Goals Global Database 2023,16,689.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gambia,Gambia,270,West and Central Africa,,2005,SDG,Sustainable Development Goals Global Database 2023,17,718.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gambia,Gambia,270,West and Central Africa,,2004,SDG,Sustainable Development Goals Global Database 2023,18,744.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gambia,Gambia,270,West and Central Africa,,2003,SDG,Sustainable Development Goals Global Database 2023,19,769.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gambia,Gambia,270,West and Central Africa,,2002,SDG,Sustainable Development Goals Global Database 2023,20,772.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gambia,Gambia,270,West and Central Africa,,2001,SDG,Sustainable Development Goals Global Database 2023,21,747.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Gambia,Gambia,270,West and Central Africa,,2000,SDG,Sustainable Development Goals Global Database 2023,22,777.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Georgia,Georgia,268,Eastern Europe and Central Asia,,2020,SDG,Sustainable Development Goals Global Database 2023,1,27.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Georgia,Georgia,268,Eastern Europe and Central Asia,,2019,SDG,Sustainable Development Goals Global Database 2023,2,26.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Georgia,Georgia,268,Eastern Europe and Central Asia,,2018,SDG,Sustainable Development Goals Global Database 2023,3,26.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Georgia,Georgia,268,Eastern Europe and Central Asia,,2017,SDG,Sustainable Development Goals Global Database 2023,4,25.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Georgia,Georgia,268,Eastern Europe and Central Asia,,2016,SDG,Sustainable Development Goals Global Database 2023,5,25
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Georgia,Georgia,268,Eastern Europe and Central Asia,,2015,SDG,Sustainable Development Goals Global Database 2023,6,29.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Georgia,Georgia,268,Eastern Europe and Central Asia,,2014,SDG,Sustainable Development Goals Global Database 2023,7,29.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Georgia,Georgia,268,Eastern Europe and Central Asia,,2013,SDG,Sustainable Development Goals Global Database 2023,8,33
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Georgia,Georgia,268,Eastern Europe and Central Asia,,2012,SDG,Sustainable Development Goals Global Database 2023,9,35.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Georgia,Georgia,268,Eastern Europe and Central Asia,,2011,SDG,Sustainable Development Goals Global Database 2023,10,39.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Georgia,Georgia,268,Eastern Europe and Central Asia,,2010,SDG,Sustainable Development Goals Global Database 2023,11,41
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Georgia,Georgia,268,Eastern Europe and Central Asia,,2009,SDG,Sustainable Development Goals Global Database 2023,12,43.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Georgia,Georgia,268,Eastern Europe and Central Asia,,2008,SDG,Sustainable Development Goals Global Database 2023,13,42.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Georgia,Georgia,268,Eastern Europe and Central Asia,,2007,SDG,Sustainable Development Goals Global Database 2023,14,44.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Georgia,Georgia,268,Eastern Europe and Central Asia,,2006,SDG,Sustainable Development Goals Global Database 2023,15,44.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Georgia,Georgia,268,Eastern Europe and Central Asia,,2005,SDG,Sustainable Development Goals Global Database 2023,16,45.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Georgia,Georgia,268,Eastern Europe and Central Asia,,2004,SDG,Sustainable Development Goals Global Database 2023,17,50.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Georgia,Georgia,268,Eastern Europe and Central Asia,,2003,SDG,Sustainable Development Goals Global Database 2023,18,42.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Georgia,Georgia,268,Eastern Europe and Central Asia,,2002,SDG,Sustainable Development Goals Global Database 2023,19,43.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Georgia,Georgia,268,Eastern Europe and Central Asia,,2001,SDG,Sustainable Development Goals Global Database 2023,20,45.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Georgia,Georgia,268,Eastern Europe and Central Asia,,2000,SDG,Sustainable Development Goals Global Database 2023,21,52.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Germany,Germany,276,non-UNFPA,,2020,SDG,Sustainable Development Goals Global Database 2023,1,4.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Germany,Germany,276,non-UNFPA,,2019,SDG,Sustainable Development Goals Global Database 2023,2,4.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Germany,Germany,276,non-UNFPA,,2018,SDG,Sustainable Development Goals Global Database 2023,3,4.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Germany,Germany,276,non-UNFPA,,2017,SDG,Sustainable Development Goals Global Database 2023,4,4.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Germany,Germany,276,non-UNFPA,,2016,SDG,Sustainable Development Goals Global Database 2023,5,5
